PK;NOMBRE;DESCRIPCION-ENTIDAD;HORARIO;EQUIPAMIENTO;TRANSPORTE;DESCRIPCION;ACCESIBILIDAD;CONTENT-URL;NOMBRE-VIA;CLASE-VIAL;TIPO-NUM;NUM;PLANTA;PUERTA;ESCALERAS;ORIENTACION;LOCALIDAD;PROVINCIA;CODIGO-POSTAL;COD-BARRIO;BARRIO;COD-DISTRITO;DISTRITO;COORDENADA-X;COORDENADA-Y;LATITUD;LONGITUD;TELEFONO;FAX;EMAIL;TIPO;
181011;Escuela Infantil Cuentacuentos;;;;BUS: 57 , 10 , 310 , 410 , 144;ENSEÑANZA: Educación Infantil (primer ciclo);0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=9355def5ab41c010VgnVCM2000000c205a0aRCRD;PABLO NERUDA;AVENIDA;NUM;51;;;;;MADRID;MADRID;28018;4;PALOMERAS SURESTE;13;PUENTE DE VALLECAS;445058;4470594;40.38412745;-3.647303861;91 777 46 63;;escuela.cuentacuentos@gmail.com;/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPrivadasGuarderias; 
5844;Escuela Infantil Cuna de Jesús;;;Comedor;"METRO: Diego de León &amp;#13;BUS: 1 , 12 , 43 , 48 , 56 , 72 , 73 , 74 , C";ENSEÑANZA: Educación infantil;;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=8fa4f3216571c010VgnVCM1000000b205a0aRCRD;FERRER DEL RIO;CALLE;NUM;26;;;;;MADRID;MADRID;28028;4;GUINDALERA;4;SALAMANCA;443071;4476255;40.43498242;-3.67121834;91 725 63 27;;;/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPrivadasGuarderias; 
5785131;Escuela Infantil De Oca a Oca;;;;Bus: 17, 35  Metro: Vista Alegre;ENSEÑANZA: Educación Infantil (Primer ciclo);0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=819c4e552c48a210VgnVCM1000000b205a0aRCRD;TINTAS;CALLE;V;6;;;;;MADRID;MADRID;28025;4;VISTA ALEGRE;11;CARABANCHEL;437240;4471425;40.38917927;-3.740749339;615 013 014;;;/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPrivadasGuarderias; 
4689360;Escuela Infantil De Peques;;;;Bus: 14, 32, 63, 10, 56, 156 Metro: Conde Casal;Enseñanza: Educación infantil (Primer Ciclo);0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=a0a730c9e9756110VgnVCM1000000b205a0aRCRD;WALIA;CALLE;V;7;;;;;MADRID;MADRID;28007;6;NIÑO JESUS;3;RETIRO;442995;4473207;40.40752824;-3.671841206;915 514 433;;depeques@depeques.es;/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPrivadasGuarderias; 
6526664;Escuela Infantil del Complejo Cuzco;;;;BUS: 2, 11, 27, 40, 147 METRO: Cuzco;ENSEÑANZA: Educación infantil (Primer Ciclo);0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=d6fc02c3c2b09310VgnVCM1000000b205a0aRCRD;CASTELLANA;PASEO;V;162;;;;;MADRID;MADRID;28046;4;HISPANOAMERICA;5;CHAMARTIN;441552;4478858;40.45833513;-3.689354343;915 835 449;;;/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPublicas; 
6526674;Escuela Infantil del Cuerpo Nacional de Policía;;;;BUS: 87 METRO: Pinar del Rey;ENSEÑANZA: Educación infantil (Primer Ciclo);0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=7ebf02c3c2b09310VgnVCM1000000b205a0aRCRD;JULIAN GONZALEZ SEGADOR S/N;CALLE;V;;;;;;MADRID;MADRID;28043;3;CANILLAS;16;HORTALEZA;445044;4479852;40.46751878;-3.648268949;;;;/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPublicas; 
5027288;Escuela Infantil del Ministerio de Defensa;;;;BUS: 5, 27, 40 147 METRO: Santiago Bernabeu;"ENSEÑANZA: Educación Infantil  1&amp;ordm; Ciclo";0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=f0847f3630a1d110VgnVCM1000000b205a0aRCRD;CASTELLANA;PASEO;V;109;;;;;MADRID;MADRID;28046;2;CUATRO CAMINOS;6;TETUAN;441415;4478547;40.45551485;-3.690941259;917 743 545;;;/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPublicas; 
5027289;Escuela Infantil del Ministerio de Fomento;;;;BUS: 7, 14, 27, 40, 147, 150 METRO: Nuevos Ministerios;ENSEÑANZA: Educación Infantil;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=c0b47f3630a1d110VgnVCM1000000b205a0aRCRD;CASTELLANA;PASEO;V;67;;;;;MADRID;MADRID;28046;5;RIOS ROSAS;7;CHAMBERI;441308;4477219;40.4435531;-3.692080467;915 977 097;915 977 098;;/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPublicas; 
5362709;Escuela Infantil del Ministerio de Inmigración;;;;BUS: 5, 12  METRO: Alonso Cano;ENSEÑANZA: Educación infantil (Primer ciclo);0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=4367418d2f602210VgnVCM1000000b205a0aRCRD;JOSE ABASCAL;CALLE;V;39;;;;;MADRID;MADRID;28003;5;RIOS ROSAS;7;CHAMBERI;440882;4476658;40.43846918;-3.697051192;;;;/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPublicas; 
5929;Escuela Infantil Delphos;;;Comedor - Horario ampliado;METRO: Barrio Concepción , Pueblo Nuevo BUS: 21 , 48 , 146;ENSEÑANZA: Educación Infantil (Primer ciclo);0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=32c4f3216571c010VgnVCM1000000b205a0aRCRD;ESTRECHO DE COREA;CALLE;NUM;34;;;;;MADRID;MADRID;28027;4;CONCEPCION;15;CIUDAD LINEAL;445069;4476909;40.44101744;-3.64770773;914 086 309;913 770 449;escuela@escuelainfantildelphos.es;/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPrivadasGuarderias; 
62446;Escuela Infantil Denenes;;;;"METRO: Barrio Concepción , Pueblo Nuevo &amp;#13;BUS: 21 , 38 , 48 , 109 , 146";ENSEÑANZA: Educación infantil;;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=baec7589f451c010VgnVCM1000000b205a0aRCRD;VIRGEN DE LLUC;CALLE;NUM;13;;;;;MADRID;MADRID;28027;3;QUINTANA;15;CIUDAD LINEAL;445095;4476379;40.43624457;-3.647367166;91 407 26 09;;;/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPrivadasGuarderias; 
8158592;Escuela Infantil Diábolo;;;;Bus: 6, 8 , 19 , 45 , 47 , 59 , 85 , 86 , 148, 247 Metro: Delicias;Enseñanza: Primer Ciclo de Educación infantil;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=a51a3604759de410VgnVCM1000000b205a0aRCRD;CACERES;CALLE;V;10;;;;;MADRID;MADRID;28045;5;DELICIAS;2;ARGANZUELA;441074;4472447;40.39866652;-3.69567424;911 301 510;;diaboloei@hotmail.es;/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPrivadasGuarderias; 
4733728;Escuela Infantil Diciembre Garden;;;;Bus: 77;Enseñanza: Educación infantil (Primer Ciclo);0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=73644c3ee0ca7110VgnVCM1000000b205a0aRCRD;DICIEMBRE;CALLE;V;41;;;;;MADRID;MADRID;28022;6;REJAS;20;SAN BLAS-CANILLEJAS;451706;4477098;40.44312299;-3.569478894;655 888 342;;contacto@escuelainfantildiciembre.es;/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPrivadasGuarderias; 
5963;Escuela Infantil Dina Condado;;;;BUS: 29 , 129 , 150;ENSEÑANZA: Educación infantil (primer Ciclo);0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=e4d4f3216571c010VgnVCM1000000b205a0aRCRD;CONDADO DE TREVIÑO;CALLE;NUM;35;;;;;MADRID;MADRID;28033;9;COSTILLARES;15;CIUDAD LINEAL;443307;4481328;40.48069852;-3.668889109;91 302 75 74;;;/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPrivadasGuarderias; 
5379594;Escuela Infantil Dina Condado 2;;;;BUS: 29 , 129 , 150;ENSEÑANZA: Educación infantil (primer Ciclo);0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=793d4ad56a372210VgnVCM1000000b205a0aRCRD;CONDADO DE TREVIÑO;CALLE;NUM;35;;;;;MADRID;MADRID;28033;9;COSTILLARES;15;CIUDAD LINEAL;443307;4481328;40.48069852;-3.668889109;91 302 75 74;;;/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPrivadasGuarderias; 
177754;Escuela Infantil Diventium;;;;BUS: 34 , 47 , 108 , 121 , 131;ENSEÑANZA: Educación Infantil (primer ciclo);0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=33274b6faa61c010VgnVCM1000000b205a0aRCRD;EPOCA;CALLE;V;6;;;;;MADRID;MADRID;28025;5;PUERTA BONITA;11;CARABANCHEL;436597;4470035;40.37848182;-3.746922825;914 220 014;;info@diventium.es;/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPrivadasGuarderias; 
7693065;Escuela Infantil Divertia;;;;Bus: 7, 29, 107, 125, 129, 150;Enseñanza: Educación infantil (Primer Ciclo);0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=96288cd55c139410VgnVCM2000000c205a0aRCRD;GOLFO DE SALONICA;CALLE;V;25;;;;;MADRID;MADRID;28033;9;COSTILLARES;15;CIUDAD LINEAL;443583;4480989;40.47766346;-3.665602844;917 666 793 / 653 159 610;;info@divertiaescuelainfantil.com;/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPrivadasGuarderias; 
178894;Escuela Infantil Domo;;;;BUS: 9 , 72 , 107 , 120 , 125 , 172;ENSEÑANZA: Educación Infantil (Primer ciclo);;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=fd674b6faa61c010VgnVCM1000000b205a0aRCRD;TORREGROSA;CALLE;NUM;16;;;;;MADRID;MADRID;28043;4;PINAR DEL REY;16;HORTALEZA;445066;4480333;40.47185332;-3.648051106;911 383 601-660 492 189;;yolanda@domoescuelainfantil.es;/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPrivadasGuarderias; 
8182123;Escuela Infantil Don Melitón IV;;;;Bus: 142, 145  Metro: Valdecarros;Enseñanza: Primer ciclo de Educación infantil;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=7437f6564c37f410VgnVCM2000000c205a0aRCRD;CERRO MILANO;AVENIDA;V;141;;;;;MADRID;MADRID;28051;1;CASCO H.VALLECAS;18;VILLA DE VALLECAS;450156;4468322;40.36397123;-3.58705606;911 686 518 / 645 689 429;;donmelitonescuela@gmail.com;/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPrivadasGuarderias; 
10474991;Escuela Infantil Don Meliton V;;;;Bus: 142, 145  Metro: La Gavia;Enseñanza: Educación infantil (Primer Ciclo);0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=27a6beedef73e510VgnVCM2000001f4a900aRCRD;PUENTEDEY;CALLE;V;29;;;;;MADRID;MADRID;28051;1;CASCO H.VALLECAS;18;VILLA DE VALLECAS;448189;4468645;40.36677014;-3.610248227;910 809 375;;donmelitonescuela@gmail.com;/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPrivadasGuarderias; 
5103040;Escuela Infantil Educando;;;;Bus: 10, 14, 32, 56, 63   Metro: Conde Casal, Pacífico;Enseñanza: Educación infantil (Primer Ciclo);0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=65e3a1c78317d110VgnVCM1000000b205a0aRCRD;DOCTOR ESQUERDO;CALLE;V;183;;;;;MADRID;MADRID;28007;2;ADELFAS;3;RETIRO;443042;4472899;40.40475689;-3.671247976;"91 552 53 56&amp;#13;
615 51 44 43";;;/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPrivadasGuarderias; 
5785637;Escuela Infantil Educando II;;;;Bus: 10, 14, 32, 56, 63, 156  Metro: Conde de Casal;Enseñanza: Primer Ciclo de Educación infantil;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=4aca4b801698a210VgnVCM1000000b205a0aRCRD;DOCTOR ESQUERDO;CALLE;V;183;;;;;MADRID;MADRID;28007;2;ADELFAS;3;RETIRO;443042;4472899;40.40475689;-3.671247976;915 525 268;;;/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPrivadasGuarderias; 
6124880;Escuela Infantil Educando Juntos;;;;Bus:  10, 24, 37, 54, 56, 57, 141, 156  Metro: Pacífico, Conde Casal;Enseñanza: Primer Ciclo de Educación infantil;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=441ae1d8d2401310VgnVCM1000000b205a0aRCRD;ADELFAS;CALLE;V;12;;;;;MADRID;MADRID;28007;2;ADELFAS;3;RETIRO;442977;4472715;40.40308586;-3.671997375;915 525 356;;escuelaeducando@gmail.com;; 
5836;Escuela Infantil Educando Pitufos;;;;BUS: 14 , 20 , 26 , 32 , 63 , 152 , C;ENSEÑANZA: Educación infantil;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=3639c05ef571c010VgnVCM1000000b205a0aRCRD;REYES MAGOS;CALLE;NUM;6;;;;;MADRID;MADRID;28009;6;NIÑO JESUS;3;RETIRO;442754;4473670;40.41168265;-3.674722967;910 869 437;;escuelaeducando@gmail.com;/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPrivadasGuarderias; 
5114565;Escuela Infantil Educavida Es-Cool;;;;Bus: 10, 56;Enseñanza: Educación infantil (Primer Ciclo);0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=3802b79d7c67d110VgnVCM1000000b205a0aRCRD;JUAN DE JUANES;CALLE;V;10;;;;;MADRID;MADRID;28007;2;ADELFAS;3;RETIRO;443274;4472622;40.40227736;-3.668489355;"915 521 713&amp;#13;
615 970 299";;m.adelfas@es-cool.es;/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPrivadasGuarderias; 
5114649;Escuela Infantil Eduqa Las Tablas;;;;Bus: 173, 174, 176;Enseñanza: Educación infantil (Primer Ciclo);0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=d13a76113e67d110VgnVCM1000000b205a0aRCRD;BURGOS (Ciudad empresarial Adequa);AVENIDA;V;89;;;;;MADRID;MADRID;28050;6;VALVERDE;8;FUENCARRAL-EL PARDO;443071;4482605;40.49218613;-3.671788003;913 029 626;;lastablas@eduqa.es;/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPrivadasGuarderias; 
5312922;Escuela Infantil Eduqa Valdebebas;;;;METRO: San Lorenzo BUS: 72, 87;ENSEÑANZA: Educación infantil (primer ciclo);0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=fecf115eccbe0210VgnVCM1000000b205a0aRCRD;VIA DE LOS POBLADOS;CALLE;V;3;;;;;MADRID;MADRID;28033;6;VALDEFUENTES;16;HORTALEZA;446142;4480710;40.47532865;-3.635376677;638 809 631;;valdebebas@eduqa.es;/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPrivadasGuarderias; 
62627;Escuela Infantil El Arrullo;;;;METRO: Valdebernardo BUS: 8, 71;ENSEÑANZA: Educación Infantil (Primer ciclo);0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=6dfc7589f451c010VgnVCM1000000b205a0aRCRD;JOSE PRAT;BULEVAR;NUM;7;;;;LOCAL 1 - 2;MADRID;MADRID;28032;1;CASCO H.VICALVARO;19;VICALVARO;447001;4472174;40.39847799;-3.624545368;913 051 271;;info@elarrullo.es;/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPrivadasGuarderias; 
178182;Escuela Infantil El Arrullo  V;;;;BUS: 30, 100;ENSEÑANZA: Educación Infantil (primer ciclo);0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=e5374b6faa61c010VgnVCM1000000b205a0aRCRD;DOCTOR GARCIA TAPIA;AVENIDA;V;232;;;;;MADRID;MADRID;28030;2;HORCAJO;14;MORATALAZ;446950;4473008;40.40598794;-3.625215819;917 515 485;917 515 488;;/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPrivadasGuarderias; 
5937;Escuela Infantil El Arrullo I;;;;METRO: Congosto BUS: 142;ENSEÑANZA: Educación infantil (Primer ciclo);0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=0545f3216571c010VgnVCM1000000b205a0aRCRD;PEÑA NUEVA;CALLE;NUM;74;;;;;MADRID;MADRID;28031;1;CASCO H.VALLECAS;18;VILLA DE VALLECAS;447324;4469084;40.37067075;-3.620472208;913 323 769;;;/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPrivadasGuarderias; 
6165600;Escuela Infantil El Arrullo VI;;;;METRO: Villa de Vallecas BUS: 54 , 103 , 142;ENSEÑANZA: Educación infantil (Primer  y segundo ciclo);0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=826b786244932310VgnVCM2000000c205a0aRCRD;MONTES DE BARBANZA;CALLE;V;19;;;;;MADRID;MADRID;28031;1;CASCO H.VALLECAS;18;VILLA DE VALLECAS;447455;4469814;40.3772463;-3.619001112;913 321 683 - 913 315 863;;info@elarrullo.es;/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPrivadasGuarderias; 
4689313;Escuela Infantil El Bebé;;;;Bus:82, 83, 133;Enseñanza: Educación infantil;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=595c945978756110VgnVCM1000000b205a0aRCRD;ISLAS MASCAREÑAS;CALLE;V;11;;;;;MADRID;MADRID;28035;3;PEÑA GRANDE;8;FUENCARRAL-EL PARDO;438019;4481307;40.48014047;-3.731271601;91 316 50 94;;elbebe1966@telefonica.net;/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPrivadasGuarderias; 
5040;Escuela Infantil El Belén;;;Horario ampliado. Comedor.;METRO: Fuencarral BUS: 66;ENSEÑANZA: Educación infantil (Primer y Segundo ciclo);0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=89cda4ea6871c010VgnVCM1000000b205a0aRCRD;BRAILLE;CALLE;NUM;23;;;;;MADRID;MADRID;28034;6;VALVERDE;8;FUENCARRAL-EL PARDO;441033;4483197;40.49550431;-3.697157279;917 341 043;917 341 043;;/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPublicas; 
4539315;Escuela Infantil El Bosque Encantado. Calle Antonio López;;;;BUS: 23 * 79 * 123;;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=f328ecacc6051110VgnVCM2000000c205a0aRCRD;ANTONIO LOPEZ;CALLE;V;246;;;;;MADRID;MADRID;28026;4;ALMENDRALES;12;USERA;440926;4470378;40.38190616;-3.695938399;91 500 12 60;91 500 00 90;coordinacion@escuelabosqueencantado.com;/contenido/entidadesYorganismos/CentrosEducacion/CentrosPrivadosConcertadosEducacionEspecial; 
5878;Escuela Infantil El Camino;;;;"METRO: Lavapiés , Antón Martín , Embajadores &amp;#13;BUS: 6 , 26 , 27 , 32 , 34 , 36 , 41 , 119 , C &amp;#13;RENFE: Embajadores";ENSEÑANZA: Educación infantil;;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=6a65f3216571c010VgnVCM1000000b205a0aRCRD;SALITRE;CALLE;NUM;33;;;;;MADRID;MADRID;28012;2;EMBAJADORES;1;CENTRO;440660;4473354;40.40868038;-3.699360149;91 468 58 18;;;/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPrivadasGuarderias; 
5043;Escuela Infantil El Carmen. Calle Vélez Rubio;;;Horario ampliado. Comedor. Planes de mejora.;BUS: 7 , 29 , 129;ENSEÑANZA: Educación infantil (Primer y Segundo ciclo);0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=dedda4ea6871c010VgnVCM1000000b205a0aRCRD;VELEZ RUBIO;CALLE;NUM;181;;;;;MADRID;MADRID;28033;5;APOSTOL SANTIAGO;16;HORTALEZA;444018;4481218;40.4797559;-3.660479587;913 029 923;913 029 923;;/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPublicas; 
5899;Escuela Infantil El Chovo;;;;"METRO: Portazgo &amp;#13;BUS: 10 , 24 , 57 , 103 , 111 , 310";ENSEÑANZA: Educación infantil;;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=cf85f3216571c010VgnVCM1000000b205a0aRCRD;CARLOS MARTIN ALVAREZ;CALLE;NUM;23;;;;;MADRID;MADRID;28018;3;PALOMERAS BAJAS;13;PUENTE DE VALLECAS;443822;4471243;40.38988267;-3.661910089;91 477 59 49;;;/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPrivadasGuarderias; 
4735839;Escuela Infantil El Desván II;;;;Bus: 136, 310;Enseñanza: Educación infantil (Primer Ciclo);0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=3b51b7aad30b7110VgnVCM1000000b205a0aRCRD;LA DILIGENCIA;CALLE;V;19;;;;;MADRID;MADRID;28018;3;PALOMERAS BAJAS;13;PUENTE DE VALLECAS;444497;4470510;40.38332454;-3.653905399;917 789 320;;;/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPrivadasGuarderias; 
5391821;Escuela Infantil El Duende Azul;;;;Bus: 142;Enseñanza: Educación infantil (Primer Ciclo);0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=c5ee33bb106c2210VgnVCM1000000b205a0aRCRD;CULLA;CALLE;V;5;;;;;MADRID;MADRID;28031;1;CASCO H.VALLECAS;18;VILLA DE VALLECAS;447442;4468991;40.36984033;-3.619086472;91 332 48 89;91 332 48 89;lucia_duende@yahoo.es;/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPrivadasGuarderias; 
5785748;Escuela Infantil El Duende Travieso II;;;;Bus: 34, 36, 62, 116, 118, 119  Metro: Acacias, Pirámides;Enseñanza: Primer Ciclo de Educación infantil;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=8fe3c5b12798a210VgnVCM1000000b205a0aRCRD;ACACIAS;PASEO;V;30;;;;;MADRID;MADRID;28005;2;ACACIAS;2;ARGANZUELA;439927;4472986;40.40344006;-3.709228572;915 303 265;;;/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPrivadasGuarderias; 
5543;Escuela Infantil El Elefante;;;;BUS: 7 , 29 , 107;ENSEÑANZA: Educación infantil (Primer ciclo);;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=d7c5f3216571c010VgnVCM1000000b205a0aRCRD;BURGO DE OSMA;CALLE;NUM;20;;;;;MADRID;MADRID;28033;5;APOSTOL SANTIAGO;16;HORTALEZA;443818;4480141;40.47004923;-3.662755533;91 302 43 13;;;/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPrivadasGuarderias; 
5345;Escuela Infantil El Encinar;;;Horario ampliado. Comedor.;BUS: 11 , 70;ENSEÑANZA: Educación infantil (Primer ciclo);0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=dbbc13db5b71c010VgnVCM1000000b205a0aRCRD;ESTRECHO DE MESINA;CALLE;NUM;1;;;;;MADRID;MADRID;28043;6;SAN JUAN BAUTISTA;15;CIUDAD LINEAL;444718;4478166;40.45231783;-3.651967424;913 884 725;913 884 725;;/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPublicas; 
105695;Escuela Infantil El Espinillo;;;Horario ampliado. Comedor.  Planes de mejora.;BUS: 23 , 123 , 130;ENSEÑANZA: Educación infantil (Primer ciclo);0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=9de48899fc81c010VgnVCM1000000b205a0aRCRD;AVENENCIA;PASAJE;V;2;;;;;MADRID;MADRID;28041;4;LOS ROSALES;17;VILLAVERDE;441749;4468107;40.35961694;-3.687323208;913 176 104;913 176 104;;/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPublicas; 
